filepath,split,tasks/case category,tasks/malignancy,original_filepath,original_split,case category,malignancy,mask_path,original_image_size,original_mask_path
images/000403.tiff,train,1,0,benign/benign (69).png,train,benign,no malignant finding,masks/000403.tiff,"(811, 719)",benign/benign (69)_mask.png
images/000404.tiff,train,1,0,benign/benign (7).png,train,benign,no malignant finding,masks/000404.tiff,"(624, 578)",benign/benign (7)_mask.png
images/000405.tiff,train,1,0,benign/benign (70).png,train,benign,no malignant finding,masks/000405.tiff,"(713, 475)",benign/benign (70)_mask.png
images/000406.tiff,test,1,0,benign/benign (71).png,train,benign,no malignant finding,masks/000406.tiff,"(554, 469)",benign/benign (71)_mask.png
images/000407.tiff,train,1,0,benign/benign (72).png,train,benign,no malignant finding,masks/000407.tiff,"(557, 465)",benign/benign (72)_mask.png
images/000408.tiff,train,1,0,benign/benign (73).png,train,benign,no malignant finding,masks/000408.tiff,"(557, 471)",benign/benign (73)_mask.png
images/000409.tiff,train,1,0,benign/benign (74).png,train,benign,no malignant finding,masks/000409.tiff,"(561, 467)",benign/benign (74)_mask.png
images/000410.tiff,val,1,0,benign/benign (75).png,train,benign,no malignant finding,masks/000410.tiff,"(685, 578)",benign/benign (75)_mask.png
images/000411.tiff,train,1,0,benign/benign (76).png,train,benign,no malignant finding,masks/000411.tiff,"(848, 685)",benign/benign (76)_mask.png
images/000412.tiff,train,1,0,benign/benign (77).png,train,benign,no malignant finding,masks/000412.tiff,"(551, 488)",benign/benign (77)_mask.png
images/000413.tiff,test,1,0,benign/benign (78).png,train,benign,no malignant finding,masks/000413.tiff,"(777, 576)",benign/benign (78)_mask.png
images/000414.tiff,val,1,0,benign/benign (79).png,train,benign,no malignant finding,masks/000414.tiff,"(648, 604)",benign/benign (79)_mask.png
images/000415.tiff,val,1,0,benign/benign (8).png,train,benign,no malignant finding,masks/000415.tiff,"(617, 585)",benign/benign (8)_mask.png
images/000416.tiff,train,1,0,benign/benign (80).png,train,benign,no malignant finding,masks/000416.tiff,"(561, 473)",benign/benign (80)_mask.png
images/000417.tiff,train,1,0,benign/benign (81).png,train,benign,no malignant finding,masks/000417.tiff,"(563, 464)",benign/benign (81)_mask.png
images/000418.tiff,test,1,0,benign/benign (82).png,train,benign,no malignant finding,masks/000418.tiff,"(656, 458)",benign/benign (82)_mask.png
images/000419.tiff,train,1,0,benign/benign (83).png,train,benign,no malignant finding,masks/000419.tiff,"(581, 432)",benign/benign (83)_mask.png
images/000420.tiff,train,1,0,benign/benign (84).png,train,benign,no malignant finding,masks/000420.tiff,"(839, 510)",benign/benign (84)_mask.png
images/000421.tiff,train,1,0,benign/benign (85).png,train,benign,no malignant finding,masks/000421.tiff,"(561, 465)",benign/benign (85)_mask.png
images/000422.tiff,train,1,0,benign/benign (86).png,train,benign,no malignant finding,masks/000422.tiff,"(777, 578)",benign/benign (86)_mask.png
images/000423.tiff,train,1,0,benign/benign (87).png,train,benign,no malignant finding,masks/000423.tiff,"(768, 571)",benign/benign (87)_mask.png
images/000424.tiff,train,1,0,benign/benign (88).png,train,benign,no malignant finding,masks/000424.tiff,"(873, 560)",benign/benign (88)_mask.png
images/000425.tiff,train,1,0,benign/benign (89).png,train,benign,no malignant finding,masks/000425.tiff,"(893, 576)",benign/benign (89)_mask.png
images/000426.tiff,train,1,0,benign/benign (9).png,train,benign,no malignant finding,masks/000426.tiff,"(752, 585)",benign/benign (9)_mask.png
images/000427.tiff,test,1,0,benign/benign (90).png,train,benign,no malignant finding,masks/000427.tiff,"(772, 574)",benign/benign (90)_mask.png
images/000428.tiff,train,1,0,benign/benign (91).png,train,benign,no malignant finding,masks/000428.tiff,"(806, 704)",benign/benign (91)_mask.png
images/000429.tiff,train,1,0,benign/benign (92).png,train,benign,no malignant finding,masks/000429.tiff,"(763, 612)",benign/benign (92)_mask.png
images/000430.tiff,train,1,0,benign/benign (93).png,train,benign,no malignant finding,masks/000430.tiff,"(561, 466)",benign/benign (93)_mask.png
images/000431.tiff,train,1,0,benign/benign (94).png,train,benign,no malignant finding,masks/000431.tiff,"(767, 583)",benign/benign (94)_mask.png
images/000432.tiff,train,1,0,benign/benign (95).png,train,benign,no malignant finding,masks/000432.tiff,"(558, 470)",benign/benign (95)_mask.png
images/000433.tiff,train,1,0,benign/benign (96).png,train,benign,no malignant finding,masks/000433.tiff,"(767, 574)",benign/benign (96)_mask.png
images/000434.tiff,train,1,0,benign/benign (97).png,train,benign,no malignant finding,masks/000434.tiff,"(592, 470)",benign/benign (97)_mask.png
images/000435.tiff,test,1,0,benign/benign (98).png,train,benign,no malignant finding,masks/000435.tiff,"(795, 558)",benign/benign (98)_mask.png
images/000436.tiff,train,1,0,benign/benign (99).png,train,benign,no malignant finding,masks/000436.tiff,"(554, 471)",benign/benign (99)_mask.png
images/000437.tiff,train,2,1,malignant/malignant (1).png,train,malignant,malignant finding,masks/000437.tiff,"(449, 598)",malignant/malignant (1)_mask.png
images/000438.tiff,val,2,1,malignant/malignant (10).png,train,malignant,malignant finding,masks/000438.tiff,"(462, 393)",malignant/malignant (10)_mask.png
images/000439.tiff,train,2,1,malignant/malignant (100).png,train,malignant,malignant finding,masks/000439.tiff,"(557, 476)",malignant/malignant (100)_mask.png
images/000440.tiff,train,2,1,malignant/malignant (101).png,train,malignant,malignant finding,masks/000440.tiff,"(883, 559)",malignant/malignant (101)_mask.png
images/000441.tiff,val,2,1,malignant/malignant (102).png,train,malignant,malignant finding,masks/000441.tiff,"(916, 551)",malignant/malignant (102)_mask.png
images/000442.tiff,train,2,1,malignant/malignant (103).png,train,malignant,malignant finding,masks/000442.tiff,"(555, 488)",malignant/malignant (103)_mask.png
images/000443.tiff,train,2,1,malignant/malignant (104).png,train,malignant,malignant finding,masks/000443.tiff,"(554, 494)",malignant/malignant (104)_mask.png
images/000444.tiff,train,2,1,malignant/malignant (105).png,train,malignant,malignant finding,masks/000444.tiff,"(577, 450)",malignant/malignant (105)_mask.png
images/000445.tiff,train,2,1,malignant/malignant (106).png,train,malignant,malignant finding,masks/000445.tiff,"(667, 458)",malignant/malignant (106)_mask.png
images/000446.tiff,train,2,1,malignant/malignant (107).png,train,malignant,malignant finding,masks/000446.tiff,"(576, 454)",malignant/malignant (107)_mask.png
images/000447.tiff,train,2,1,malignant/malignant (108).png,train,malignant,malignant finding,masks/000447.tiff,"(660, 459)",malignant/malignant (108)_mask.png
images/000448.tiff,train,2,1,malignant/malignant (109).png,train,malignant,malignant finding,masks/000448.tiff,"(552, 471)",malignant/malignant (109)_mask.png
images/000449.tiff,train,2,1,malignant/malignant (11).png,train,malignant,malignant finding,masks/000449.tiff,"(471, 393)",malignant/malignant (11)_mask.png
images/000450.tiff,train,2,1,malignant/malignant (110).png,train,malignant,malignant finding,masks/000450.tiff,"(557, 470)",malignant/malignant (110)_mask.png
images/000451.tiff,train,2,1,malignant/malignant (111).png,train,malignant,malignant finding,masks/000451.tiff,"(421, 470)",malignant/malignant (111)_mask.png
images/000452.tiff,val,2,1,malignant/malignant (112).png,train,malignant,malignant finding,masks/000452.tiff,"(549, 471)",malignant/malignant (112)_mask.png
images/000453.tiff,train,2,1,malignant/malignant (113).png,train,malignant,malignant finding,masks/000453.tiff,"(745, 482)",malignant/malignant (113)_mask.png
images/000454.tiff,test,2,1,malignant/malignant (114).png,train,malignant,malignant finding,masks/000454.tiff,"(340, 439)",malignant/malignant (114)_mask.png
images/000455.tiff,test,2,1,malignant/malignant (115).png,train,malignant,malignant finding,masks/000455.tiff,"(581, 438)",malignant/malignant (115)_mask.png
images/000456.tiff,train,2,1,malignant/malignant (116).png,train,malignant,malignant finding,masks/000456.tiff,"(582, 434)",malignant/malignant (116)_mask.png
images/000457.tiff,train,2,1,malignant/malignant (117).png,train,malignant,malignant finding,masks/000457.tiff,"(611, 434)",malignant/malignant (117)_mask.png
images/000458.tiff,test,2,1,malignant/malignant (118).png,train,malignant,malignant finding,masks/000458.tiff,"(562, 473)",malignant/malignant (118)_mask.png
images/000459.tiff,test,2,1,malignant/malignant (119).png,train,malignant,malignant finding,masks/000459.tiff,"(564, 469)",malignant/malignant (119)_mask.png
images/000460.tiff,test,2,1,malignant/malignant (12).png,train,malignant,malignant finding,masks/000460.tiff,"(479, 392)",malignant/malignant (12)_mask.png
images/000461.tiff,test,2,1,malignant/malignant (120).png,train,malignant,malignant finding,masks/000461.tiff,"(564, 470)",malignant/malignant (120)_mask.png
images/000462.tiff,train,2,1,malignant/malignant (121).png,train,malignant,malignant finding,masks/000462.tiff,"(562, 476)",malignant/malignant (121)_mask.png
images/000463.tiff,val,2,1,malignant/malignant (122).png,train,malignant,malignant finding,masks/000463.tiff,"(554, 467)",malignant/malignant (122)_mask.png
images/000464.tiff,train,2,1,malignant/malignant (123).png,train,malignant,malignant finding,masks/000464.tiff,"(321, 483)",malignant/malignant (123)_mask.png
images/000465.tiff,train,2,1,malignant/malignant (124).png,train,malignant,malignant finding,masks/000465.tiff,"(545, 494)",malignant/malignant (124)_mask.png
images/000466.tiff,test,2,1,malignant/malignant (125).png,train,malignant,malignant finding,masks/000466.tiff,"(557, 465)",malignant/malignant (125)_mask.png
images/000467.tiff,train,2,1,malignant/malignant (126).png,train,malignant,malignant finding,masks/000467.tiff,"(557, 478)",malignant/malignant (126)_mask.png
images/000468.tiff,train,2,1,malignant/malignant (127).png,train,malignant,malignant finding,masks/000468.tiff,"(591, 464)",malignant/malignant (127)_mask.png
images/000469.tiff,train,2,1,malignant/malignant (128).png,train,malignant,malignant finding,masks/000469.tiff,"(625, 468)",malignant/malignant (128)_mask.png
images/000470.tiff,train,2,1,malignant/malignant (129).png,train,malignant,malignant finding,masks/000470.tiff,"(569, 458)",malignant/malignant (129)_mask.png
images/000471.tiff,test,2,1,malignant/malignant (13).png,train,malignant,malignant finding,masks/000471.tiff,"(468, 393)",malignant/malignant (13)_mask.png
images/000472.tiff,val,2,1,malignant/malignant (130).png,train,malignant,malignant finding,masks/000472.tiff,"(555, 463)",malignant/malignant (130)_mask.png
images/000473.tiff,train,2,1,malignant/malignant (131).png,train,malignant,malignant finding,masks/000473.tiff,"(604, 461)",malignant/malignant (131)_mask.png
images/000474.tiff,test,2,1,malignant/malignant (132).png,train,malignant,malignant finding,masks/000474.tiff,"(451, 581)",malignant/malignant (132)_mask.png
images/000475.tiff,test,2,1,malignant/malignant (133).png,train,malignant,malignant finding,masks/000475.tiff,"(479, 485)",malignant/malignant (133)_mask.png
images/000476.tiff,test,2,1,malignant/malignant (134).png,train,malignant,malignant finding,masks/000476.tiff,"(556, 467)",malignant/malignant (134)_mask.png
images/000477.tiff,train,2,1,malignant/malignant (135).png,train,malignant,malignant finding,masks/000477.tiff,"(933, 571)",malignant/malignant (135)_mask.png
images/000478.tiff,train,2,1,malignant/malignant (136).png,train,malignant,malignant finding,masks/000478.tiff,"(190, 335)",malignant/malignant (136)_mask.png
images/000479.tiff,train,2,1,malignant/malignant (137).png,train,malignant,malignant finding,masks/000479.tiff,"(233, 339)",malignant/malignant (137)_mask.png
images/000480.tiff,train,2,1,malignant/malignant (138).png,train,malignant,malignant finding,masks/000480.tiff,"(556, 467)",malignant/malignant (138)_mask.png
images/000481.tiff,train,2,1,malignant/malignant (139).png,train,malignant,malignant finding,masks/000481.tiff,"(549, 474)",malignant/malignant (139)_mask.png
images/000482.tiff,train,2,1,malignant/malignant (14).png,train,malignant,malignant finding,masks/000482.tiff,"(273, 398)",malignant/malignant (14)_mask.png
images/000483.tiff,train,2,1,malignant/malignant (140).png,train,malignant,malignant finding,masks/000483.tiff,"(546, 463)",malignant/malignant (140)_mask.png
images/000484.tiff,test,2,1,malignant/malignant (141).png,train,malignant,malignant finding,masks/000484.tiff,"(588, 434)",malignant/malignant (141)_mask.png
images/000485.tiff,train,2,1,malignant/malignant (142).png,train,malignant,malignant finding,masks/000485.tiff,"(556, 465)",malignant/malignant (142)_mask.png
images/000486.tiff,train,2,1,malignant/malignant (143).png,train,malignant,malignant finding,masks/000486.tiff,"(562, 467)",malignant/malignant (143)_mask.png
images/000487.tiff,train,2,1,malignant/malignant (144).png,train,malignant,malignant finding,masks/000487.tiff,"(544, 470)",malignant/malignant (144)_mask.png
images/000488.tiff,val,2,1,malignant/malignant (145).png,train,malignant,malignant finding,masks/000488.tiff,"(550, 462)",malignant/malignant (145)_mask.png
images/000489.tiff,test,2,1,malignant/malignant (146).png,train,malignant,malignant finding,masks/000489.tiff,"(575, 432)",malignant/malignant (146)_mask.png
images/000490.tiff,train,2,1,malignant/malignant (147).png,train,malignant,malignant finding,masks/000490.tiff,"(552, 471)",malignant/malignant (147)_mask.png
images/000491.tiff,test,2,1,malignant/malignant (148).png,train,malignant,malignant finding,masks/000491.tiff,"(556, 463)",malignant/malignant (148)_mask.png
images/000492.tiff,test,2,1,malignant/malignant (149).png,train,malignant,malignant finding,masks/000492.tiff,"(763, 572)",malignant/malignant (149)_mask.png
images/000493.tiff,train,2,1,malignant/malignant (15).png,train,malignant,malignant finding,masks/000493.tiff,"(361, 398)",malignant/malignant (15)_mask.png
images/000494.tiff,train,2,1,malignant/malignant (150).png,train,malignant,malignant finding,masks/000494.tiff,"(557, 463)",malignant/malignant (150)_mask.png
images/000495.tiff,train,2,1,malignant/malignant (151).png,train,malignant,malignant finding,masks/000495.tiff,"(513, 467)",malignant/malignant (151)_mask.png
images/000496.tiff,val,2,1,malignant/malignant (152).png,train,malignant,malignant finding,masks/000496.tiff,"(776, 574)",malignant/malignant (152)_mask.png
images/000497.tiff,train,2,1,malignant/malignant (153).png,train,malignant,malignant finding,masks/000497.tiff,"(650, 603)",malignant/malignant (153)_mask.png
images/000498.tiff,test,2,1,malignant/malignant (154).png,train,malignant,malignant finding,masks/000498.tiff,"(556, 464)",malignant/malignant (154)_mask.png
images/000499.tiff,train,2,1,malignant/malignant (155).png,train,malignant,malignant finding,masks/000499.tiff,"(551, 487)",malignant/malignant (155)_mask.png
images/000500.tiff,train,2,1,malignant/malignant (156).png,train,malignant,malignant finding,masks/000500.tiff,"(562, 457)",malignant/malignant (156)_mask.png
images/000501.tiff,train,2,1,malignant/malignant (157).png,train,malignant,malignant finding,masks/000501.tiff,"(564, 471)",malignant/malignant (157)_mask.png
images/000502.tiff,test,2,1,malignant/malignant (158).png,train,malignant,malignant finding,masks/000502.tiff,"(313, 444)",malignant/malignant (158)_mask.png
images/000503.tiff,train,2,1,malignant/malignant (159).png,train,malignant,malignant finding,masks/000503.tiff,"(556, 482)",malignant/malignant (159)_mask.png
images/000504.tiff,test,2,1,malignant/malignant (16).png,train,malignant,malignant finding,masks/000504.tiff,"(511, 472)",malignant/malignant (16)_mask.png
images/000505.tiff,val,2,1,malignant/malignant (160).png,train,malignant,malignant finding,masks/000505.tiff,"(626, 587)",malignant/malignant (160)_mask.png
images/000506.tiff,train,2,1,malignant/malignant (161).png,train,malignant,malignant finding,masks/000506.tiff,"(694, 576)",malignant/malignant (161)_mask.png
images/000507.tiff,train,2,1,malignant/malignant (162).png,train,malignant,malignant finding,masks/000507.tiff,"(620, 587)",malignant/malignant (162)_mask.png
images/000508.tiff,test,2,1,malignant/malignant (163).png,train,malignant,malignant finding,masks/000508.tiff,"(643, 570)",malignant/malignant (163)_mask.png
images/000509.tiff,val,2,1,malignant/malignant (164).png,train,malignant,malignant finding,masks/000509.tiff,"(551, 473)",malignant/malignant (164)_mask.png
images/000510.tiff,test,2,1,malignant/malignant (165).png,train,malignant,malignant finding,masks/000510.tiff,"(505, 332)",malignant/malignant (165)_mask.png
images/000511.tiff,train,2,1,malignant/malignant (166).png,train,malignant,malignant finding,masks/000511.tiff,"(555, 488)",malignant/malignant (166)_mask.png
images/000512.tiff,train,2,1,malignant/malignant (167).png,train,malignant,malignant finding,masks/000512.tiff,"(563, 459)",malignant/malignant (167)_mask.png
images/000513.tiff,train,2,1,malignant/malignant (168).png,train,malignant,malignant finding,masks/000513.tiff,"(557, 469)",malignant/malignant (168)_mask.png
images/000514.tiff,train,2,1,malignant/malignant (169).png,train,malignant,malignant finding,masks/000514.tiff,"(557, 463)",malignant/malignant (169)_mask.png
images/000515.tiff,train,2,1,malignant/malignant (17).png,train,malignant,malignant finding,masks/000515.tiff,"(765, 590)",malignant/malignant (17)_mask.png
images/000516.tiff,train,2,1,malignant/malignant (170).png,train,malignant,malignant finding,masks/000516.tiff,"(556, 463)",malignant/malignant (170)_mask.png
images/000517.tiff,train,2,1,malignant/malignant (171).png,train,malignant,malignant finding,masks/000517.tiff,"(624, 589)",malignant/malignant (171)_mask.png
images/000518.tiff,train,2,1,malignant/malignant (172).png,train,malignant,malignant finding,masks/000518.tiff,"(602, 469)",malignant/malignant (172)_mask.png
images/000519.tiff,train,2,1,malignant/malignant (173).png,train,malignant,malignant finding,masks/000519.tiff,"(573, 451)",malignant/malignant (173)_mask.png
images/000520.tiff,test,2,1,malignant/malignant (174).png,train,malignant,malignant finding,masks/000520.tiff,"(633, 581)",malignant/malignant (174)_mask.png
images/000521.tiff,train,2,1,malignant/malignant (175).png,train,malignant,malignant finding,masks/000521.tiff,"(564, 470)",malignant/malignant (175)_mask.png
images/000522.tiff,train,2,1,malignant/malignant (176).png,train,malignant,malignant finding,masks/000522.tiff,"(640, 594)",malignant/malignant (176)_mask.png
images/000523.tiff,train,2,1,malignant/malignant (177).png,train,malignant,malignant finding,masks/000523.tiff,"(613, 581)",malignant/malignant (177)_mask.png
images/000524.tiff,test,2,1,malignant/malignant (178).png,train,malignant,malignant finding,masks/000524.tiff,"(562, 467)",malignant/malignant (178)_mask.png
images/000525.tiff,train,2,1,malignant/malignant (179).png,train,malignant,malignant finding,masks/000525.tiff,"(432, 476)",malignant/malignant (179)_mask.png
images/000526.tiff,train,2,1,malignant/malignant (18).png,train,malignant,malignant finding,masks/000526.tiff,"(579, 437)",malignant/malignant (18)_mask.png
images/000527.tiff,train,2,1,malignant/malignant (180).png,train,malignant,malignant finding,masks/000527.tiff,"(562, 461)",malignant/malignant (180)_mask.png
images/000528.tiff,train,2,1,malignant/malignant (181).png,train,malignant,malignant finding,masks/000528.tiff,"(497, 488)",malignant/malignant (181)_mask.png
images/000529.tiff,train,2,1,malignant/malignant (182).png,train,malignant,malignant finding,masks/000529.tiff,"(689, 583)",malignant/malignant (182)_mask.png
images/000530.tiff,train,2,1,malignant/malignant (183).png,train,malignant,malignant finding,masks/000530.tiff,"(557, 457)",malignant/malignant (183)_mask.png
images/000531.tiff,train,2,1,malignant/malignant (184).png,train,malignant,malignant finding,masks/000531.tiff,"(552, 492)",malignant/malignant (184)_mask.png
images/000532.tiff,train,2,1,malignant/malignant (185).png,train,malignant,malignant finding,masks/000532.tiff,"(694, 582)",malignant/malignant (185)_mask.png
images/000533.tiff,train,2,1,malignant/malignant (186).png,train,malignant,malignant finding,masks/000533.tiff,"(566, 506)",malignant/malignant (186)_mask.png
images/000534.tiff,train,2,1,malignant/malignant (187).png,train,malignant,malignant finding,masks/000534.tiff,"(765, 585)",malignant/malignant (187)_mask.png
images/000535.tiff,train,2,1,malignant/malignant (188).png,train,malignant,malignant finding,masks/000535.tiff,"(724, 473)",malignant/malignant (188)_mask.png
images/000536.tiff,train,2,1,malignant/malignant (189).png,train,malignant,malignant finding,masks/000536.tiff,"(433, 400)",malignant/malignant (189)_mask.png
images/000537.tiff,train,2,1,malignant/malignant (19).png,train,malignant,malignant finding,masks/000537.tiff,"(554, 459)",malignant/malignant (19)_mask.png
images/000538.tiff,train,2,1,malignant/malignant (190).png,train,malignant,malignant finding,masks/000538.tiff,"(576, 427)",malignant/malignant (190)_mask.png
images/000539.tiff,train,2,1,malignant/malignant (191).png,train,malignant,malignant finding,masks/000539.tiff,"(673, 471)",malignant/malignant (191)_mask.png
images/000540.tiff,test,2,1,malignant/malignant (192).png,train,malignant,malignant finding,masks/000540.tiff,"(556, 488)",malignant/malignant (192)_mask.png
images/000541.tiff,train,2,1,malignant/malignant (193).png,train,malignant,malignant finding,masks/000541.tiff,"(781, 574)",malignant/malignant (193)_mask.png
images/000542.tiff,train,2,1,malignant/malignant (194).png,train,malignant,malignant finding,masks/000542.tiff,"(923, 555)",malignant/malignant (194)_mask.png
images/000543.tiff,train,2,1,malignant/malignant (195).png,train,malignant,malignant finding,masks/000543.tiff,"(555, 475)",malignant/malignant (195)_mask.png
images/000544.tiff,train,2,1,malignant/malignant (196).png,train,malignant,malignant finding,masks/000544.tiff,"(557, 465)",malignant/malignant (196)_mask.png
images/000545.tiff,train,2,1,malignant/malignant (197).png,train,malignant,malignant finding,masks/000545.tiff,"(552, 484)",malignant/malignant (197)_mask.png
images/000546.tiff,test,2,1,malignant/malignant (198).png,train,malignant,malignant finding,masks/000546.tiff,"(616, 677)",malignant/malignant (198)_mask.png
images/000547.tiff,train,2,1,malignant/malignant (199).png,train,malignant,malignant finding,masks/000547.tiff,"(504, 473)",malignant/malignant (199)_mask.png
images/000548.tiff,train,2,1,malignant/malignant (2).png,train,malignant,malignant finding,masks/000548.tiff,"(548, 495)",malignant/malignant (2)_mask.png
images/000549.tiff,train,2,1,malignant/malignant (20).png,train,malignant,malignant finding,masks/000549.tiff,"(558, 475)",malignant/malignant (20)_mask.png
images/000550.tiff,val,2,1,malignant/malignant (200).png,train,malignant,malignant finding,masks/000550.tiff,"(438, 463)",malignant/malignant (200)_mask.png
images/000551.tiff,train,2,1,malignant/malignant (201).png,train,malignant,malignant finding,masks/000551.tiff,"(678, 576)",malignant/malignant (201)_mask.png
images/000552.tiff,train,2,1,malignant/malignant (202).png,train,malignant,malignant finding,masks/000552.tiff,"(550, 491)",malignant/malignant (202)_mask.png
images/000553.tiff,test,2,1,malignant/malignant (203).png,train,malignant,malignant finding,masks/000553.tiff,"(577, 411)",malignant/malignant (203)_mask.png
images/000554.tiff,train,2,1,malignant/malignant (204).png,train,malignant,malignant finding,masks/000554.tiff,"(875, 585)",malignant/malignant (204)_mask.png
images/000555.tiff,test,2,1,malignant/malignant (205).png,train,malignant,malignant finding,masks/000555.tiff,"(510, 470)",malignant/malignant (205)_mask.png
images/000556.tiff,test,2,1,malignant/malignant (206).png,train,malignant,malignant finding,masks/000556.tiff,"(792, 571)",malignant/malignant (206)_mask.png
images/000557.tiff,train,2,1,malignant/malignant (207).png,train,malignant,malignant finding,masks/000557.tiff,"(557, 458)",malignant/malignant (207)_mask.png
images/000558.tiff,train,2,1,malignant/malignant (208).png,train,malignant,malignant finding,masks/000558.tiff,"(617, 664)",malignant/malignant (208)_mask.png
images/000559.tiff,train,2,1,malignant/malignant (209).png,train,malignant,malignant finding,masks/000559.tiff,"(508, 471)",malignant/malignant (209)_mask.png
images/000560.tiff,test,2,1,malignant/malignant (21).png,train,malignant,malignant finding,masks/000560.tiff,"(601, 367)",malignant/malignant (21)_mask.png
images/000561.tiff,test,2,1,malignant/malignant (210).png,train,malignant,malignant finding,masks/000561.tiff,"(775, 587)",malignant/malignant (210)_mask.png
images/000562.tiff,test,2,1,malignant/malignant (22).png,train,malignant,malignant finding,masks/000562.tiff,"(570, 474)",malignant/malignant (22)_mask.png
images/000563.tiff,test,2,1,malignant/malignant (23).png,train,malignant,malignant finding,masks/000563.tiff,"(569, 468)",malignant/malignant (23)_mask.png
images/000564.tiff,test,2,1,malignant/malignant (24).png,train,malignant,malignant finding,masks/000564.tiff,"(564, 462)",malignant/malignant (24)_mask.png
images/000565.tiff,test,2,1,malignant/malignant (25).png,train,malignant,malignant finding,masks/000565.tiff,"(563, 470)",malignant/malignant (25)_mask.png
images/000566.tiff,test,2,1,malignant/malignant (26).png,train,malignant,malignant finding,masks/000566.tiff,"(564, 469)",malignant/malignant (26)_mask.png
images/000567.tiff,train,2,1,malignant/malignant (27).png,train,malignant,malignant finding,masks/000567.tiff,"(567, 475)",malignant/malignant (27)_mask.png
images/000568.tiff,train,2,1,malignant/malignant (28).png,train,malignant,malignant finding,masks/000568.tiff,"(562, 470)",malignant/malignant (28)_mask.png
images/000569.tiff,train,2,1,malignant/malignant (29).png,train,malignant,malignant finding,masks/000569.tiff,"(567, 470)",malignant/malignant (29)_mask.png
images/000570.tiff,train,2,1,malignant/malignant (3).png,train,malignant,malignant finding,masks/000570.tiff,"(425, 475)",malignant/malignant (3)_mask.png
images/000571.tiff,train,2,1,malignant/malignant (30).png,train,malignant,malignant finding,masks/000571.tiff,"(573, 468)",malignant/malignant (30)_mask.png
images/000572.tiff,train,2,1,malignant/malignant (31).png,train,malignant,malignant finding,masks/000572.tiff,"(723, 509)",malignant/malignant (31)_mask.png
images/000573.tiff,test,2,1,malignant/malignant (32).png,train,malignant,malignant finding,masks/000573.tiff,"(557, 492)",malignant/malignant (32)_mask.png
images/000574.tiff,test,2,1,malignant/malignant (33).png,train,malignant,malignant finding,masks/000574.tiff,"(557, 496)",malignant/malignant (33)_mask.png
images/000575.tiff,val,2,1,malignant/malignant (34).png,train,malignant,malignant finding,masks/000575.tiff,"(620, 589)",malignant/malignant (34)_mask.png
images/000576.tiff,train,2,1,malignant/malignant (35).png,train,malignant,malignant finding,masks/000576.tiff,"(592, 387)",malignant/malignant (35)_mask.png
images/000577.tiff,test,2,1,malignant/malignant (36).png,train,malignant,malignant finding,masks/000577.tiff,"(623, 494)",malignant/malignant (36)_mask.png
images/000578.tiff,train,2,1,malignant/malignant (37).png,train,malignant,malignant finding,masks/000578.tiff,"(626, 490)",malignant/malignant (37)_mask.png
images/000579.tiff,train,2,1,malignant/malignant (38).png,train,malignant,malignant finding,masks/000579.tiff,"(1048, 578)",malignant/malignant (38)_mask.png
images/000580.tiff,train,2,1,malignant/malignant (39).png,train,malignant,malignant finding,masks/000580.tiff,"(564, 469)",malignant/malignant (39)_mask.png
images/000581.tiff,train,2,1,malignant/malignant (4).png,train,malignant,malignant finding,masks/000581.tiff,"(432, 473)",malignant/malignant (4)_mask.png
images/000582.tiff,train,2,1,malignant/malignant (40).png,train,malignant,malignant finding,masks/000582.tiff,"(548, 461)",malignant/malignant (40)_mask.png
images/000583.tiff,train,2,1,malignant/malignant (41).png,train,malignant,malignant finding,masks/000583.tiff,"(580, 476)",malignant/malignant (41)_mask.png
images/000584.tiff,train,2,1,malignant/malignant (42).png,train,malignant,malignant finding,masks/000584.tiff,"(578, 439)",malignant/malignant (42)_mask.png
images/000585.tiff,train,2,1,malignant/malignant (43).png,train,malignant,malignant finding,masks/000585.tiff,"(543, 571)",malignant/malignant (43)_mask.png
images/000586.tiff,train,2,1,malignant/malignant (44).png,train,malignant,malignant finding,masks/000586.tiff,"(765, 580)",malignant/malignant (44)_mask.png
images/000587.tiff,train,2,1,malignant/malignant (45).png,train,malignant,malignant finding,masks/000587.tiff,"(781, 592)",malignant/malignant (45)_mask.png
images/000588.tiff,val,2,1,malignant/malignant (46).png,train,malignant,malignant finding,masks/000588.tiff,"(785, 571)",malignant/malignant (46)_mask.png
images/000589.tiff,train,2,1,malignant/malignant (47).png,train,malignant,malignant finding,masks/000589.tiff,"(562, 471)",malignant/malignant (47)_mask.png
images/000590.tiff,train,2,1,malignant/malignant (48).png,train,malignant,malignant finding,masks/000590.tiff,"(552, 493)",malignant/malignant (48)_mask.png
images/000591.tiff,train,2,1,malignant/malignant (49).png,train,malignant,malignant finding,masks/000591.tiff,"(622, 491)",malignant/malignant (49)_mask.png
images/000592.tiff,test,2,1,malignant/malignant (5).png,train,malignant,malignant finding,masks/000592.tiff,"(431, 476)",malignant/malignant (5)_mask.png
images/000593.tiff,val,2,1,malignant/malignant (50).png,train,malignant,malignant finding,masks/000593.tiff,"(567, 469)",malignant/malignant (50)_mask.png
images/000594.tiff,train,2,1,malignant/malignant (51).png,train,malignant,malignant finding,masks/000594.tiff,"(588, 437)",malignant/malignant (51)_mask.png
